comment_id,text,source,date,likes,shares,word_count,year,cleaned_text,corrected_text,tokens,topic,topic_name,sentiment,sentiment_score,year_month
comment_103,@BBCEnvironment Corporate responsibility for plastic is important https://bit.ly/3plasticfacts...,BBC News,2017-08-15,168,120,8,2017,bbcenvironment corporate responsibility for plastic is important bit ly plasticfacts,bbcenvironment corporate responsibility for plastic is important bit ly plasticfacts,"['bbcenviron', 'corpor', 'respons', 'plastic', 'import', 'bit', 'plasticfact']",1,Shopping,positive,0.05216252498431177,2017-08
comment_104,Many countries have banned single-use plastic bags!?,Guardian ,2022-10-09,170,118,7,2022,many countries have banned single use plastic bags,many countries have banned single use plastic bags,"['mani', 'countri', 'ban', 'singl', 'use', 'plastic', 'bag']",5,Other,negative,-0.13037824767465372,2022-10
comment_105,Plastic bags are convenient but harmful,BBC News,2018-07-05,286,89,6,2018,plastic bags are convenient but harmful,plastic bags are convenient but harmful,"['plastic', 'bag', 'conveni', 'harm']",1,Shopping,neutral,0.0,2018-07
comment_106,Innovations in recycling technology give hope https://bit.ly/3plasticfacts,BBC News,2019-02-04,312,83,7,2019,innovations in recycling technology give hope bit ly plasticfacts,innovations in recycling technology give hope bit ly plasticfacts,"['innov', 'recycl', 'technolog', 'give', 'hope', 'bit', 'plasticfact']",2,Policy,positive,0.11298269581619674,2019-02
comment_107,Plastic pollution affects everyone globally #zerowaste,Mail Online,2023-12-22,318,4,6,2023,plastic pollution affects everyone globally zerowaste,plastic pollution affects everyone globally zerowaste,"['plastic', 'pollut', 'affect', 'everyon', 'global', 'zerowast']",2,Policy,neutral,0.0,2023-12
comment_108,OIL prices affect plastic recyling economics,BBC News,2018-04-26,136,1,6,2018,oil prices affect plastic recyling economics,oil prices affect plastic recycling economics,"['oil', 'price', 'affect', 'plastic', 'recycl', 'econom']",4,Food,neutral,0.0,2018-04
comment_109,Plastic problem requires global solution 👎,Guardian ,2023-11-02,206,150,6,2023,plastic problem requires global solution,plastic problem requires global solution,"['plastic', 'problem', 'requir', 'global', 'solut']",4,Food,neutral,-0.026507708131882454,2023-11
comment_110,Companies using recycled plastik deserve support #plastikpollution,Guardian ,2023-12-12,24,89,7,2023,companies using recycled plastik deserve support plastikpollution,companies using recycled plastic deserve support plastikpollution,"['compani', 'use', 'recycl', 'plastic', 'deserv', 'support', 'plastikpollut']",5,Other,positive,0.10321589503905308,2023-12
comment_111,Public awareness is increasing which is good,BBC News,2018-10-15,314,109,7,2018,public awareness is increasing which is good,public awareness is increasing which is good,"['public', 'awar', 'increas', 'good']",4,Food,positive,0.11298269581619674,2018-10
comment_112,Many countries have banned single-use plastic bags 🤔,BBC News,2017-03-09,31,23,8,2017,many countries have banned single use plastic bags,many countries have banned single use plastic bags,"['mani', 'countri', 'ban', 'singl', 'use', 'plastic', 'bag']",5,Other,negative,-0.1176391019751336,2017-03
comment_113,@GreenPeace I switched to reusable bags and bottles #ENVIROMENT,Guardian ,2023-11-05,260,76,9,2023,greenpeace i switched to reusable bags and bottles enviroment,greenpeace i switched to reusable bags and bottles environment,"['greenpeac', 'switch', 'reusabl', 'bag', 'bottl', 'environ']",5,Other,neutral,0.0,2023-11
comment_114,Innovations in recycling technology give hope?!,Guardian ,2018-03-29,257,2,6,2018,innovations in recycling technology give hope,innovations in recycling technology give hope,"['innov', 'recycl', 'technolog', 'give', 'hope']",2,Policy,neutral,0.0,2018-03
comment_115,Plastic pollution IS preventable with effort 🚮,Guardian ,2018-06-16,93,39,7,2018,plastic pollution is preventable with effort,plastic pollution is preventable with effort,"['plastic', 'pollut', 'prevent', 'effort']",2,Policy,neutral,0.0,2018-06
comment_116,We must find balance between CONVENIENCE and environment??,Mail Online,2019-03-25,269,80,8,2019,we must find balance between convenience and environment,we must find balance between convenience and environment,"['must', 'find', 'balanc', 'conveni', 'environ']",1,Shopping,neutral,0.0,2019-03
comment_117,Marine animals suffer the MOST from plastic,BBC News,2021-02-12,197,58,7,2021,marine animals suffer the most from plastic,marine animals suffer the most from plastic,"['marin', 'anim', 'suffer', 'plastic']",3,Family,negative,-0.13866849234082723,2021-02
comment_118,@UNEnvironment Plastic bags are convenient but harmful,Guardian ,2018-06-18,120,66,7,2018,unenvironment plastic bags are convenient but harmful,unenvironment plastic bags are convenient but harmful,"['unenviron', 'plastic', 'bag', 'conveni', 'harm']",1,Shopping,neutral,0.0,2018-06
comment_119,Government policies need to be stronger 👎 #ecofriendly,Guardian ,2017-03-23,312,93,8,2017,government policies need to be stronger ecofriendly,government policies need to be stronger ecofriendly,"['govern', 'polici', 'need', 'stronger', 'ecofriendli']",3,Family,positive,0.09810479340675128,2017-03
comment_120,Great to see biodegradable alternatives becoming AVAILABLE...,Mail Online,2021-05-15,125,149,7,2021,great to see biodegradable alternatives becoming available,great to see biodegradable alternatives becoming available,"['great', 'see', 'biodegrad', 'altern', 'becom', 'avail']",5,Other,positive,0.15928840365580269,2021-05
comment_121,Reusable products are the future https://bit.ly/3plasticfacts,BBC News,2023-10-17,71,127,6,2023,reusable products are the future bit ly plasticfacts,reusable products are the future bit ly plasticfacts,"['reusabl', 'product', 'futur', 'bit', 'plasticfact']",2,Policy,neutral,0.0,2023-10
comment_122,@DavidAttenborough We need better solutions for plastic waste management #plasticpollution,BBC News,2017-07-13,130,98,10,2017,davidattenborough we need better solutions for plastic waste management plasticpollution,davidattenborough we need better solutions for plastic waste management plasticpollution,"['davidattenborough', 'need', 'better', 'solut', 'plastic', 'wast', 'manag', 'plasticpollut']",4,Food,positive,0.05216252498431177,2017-07
comment_123,INNOVATIONS in recycling technology give hope!?,BBC News,2020-08-14,79,88,6,2020,innovations in recycling technology give hope,innovations in recycling technology give hope,"['innov', 'recycl', 'technolog', 'give', 'hope']",2,Policy,neutral,0.0,2020-08
comment_124,@GreenPeace Government policies need to be stronger...,Mail Online,2019-05-29,4,43,7,2019,greenpeace government policies need to be stronger,greenpeace government policies need to be stronger,"['greenpeac', 'govern', 'polici', 'need', 'stronger']",3,Family,neutral,0.0,2019-05
comment_125,Consumer choices can drive change in industry #environment?!,Mail Online,2017-01-19,253,56,8,2017,consumer choices can drive change in industry environment,consumer choices can drive change in industry environment,"['consum', 'choic', 'drive', 'chang', 'industri', 'environ']",2,Policy,neutral,0.0,2017-01
comment_126,Supermarkets use too much plastic packaging https://bit.ly/3plasticfacts,BBC News,2021-04-30,146,79,7,2021,supermarkets use too much plastic packaging bit ly plasticfacts,supermarkets use too much plastic packaging bit ly plasticfacts,"['supermarket', 'use', 'much', 'plastic', 'packag', 'bit', 'plasticfact']",2,Policy,neutral,0.0,2021-04
comment_127,Consumer choices can drive change in industry #recycling https://bit.ly/3plasticfacts?!,BBC News,2017-11-04,290,38,9,2017,consumer choices can drive change in industry recycling bit ly plasticfacts,consumer choices can drive change in industry recycling bit ly plasticfacts,"['consum', 'choic', 'drive', 'chang', 'industri', 'recycl', 'bit', 'plasticfact']",2,Policy,neutral,0.0,2017-11
comment_128,Biodegradable plastics are not perfect but BETTER ❤️,Guardian ,2017-01-20,43,14,8,2017,biodegradable plastics are not perfect but better,biodegradable plastics are not perfect but better,"['biodegrad', 'plastic', 'perfect', 'better']",5,Other,negative,-0.18068485942950113,2017-01
comment_129,Marine animals suffer the most from plastic...,Mail Online,2017-05-17,85,77,7,2017,marine animals suffer the most from plastic,marine animals suffer the most from plastic,"['marin', 'anim', 'suffer', 'plastic']",3,Family,negative,-0.13866849234082723,2017-05
comment_130,Innovations in recycling technology give HOPE,BBC News,2020-03-16,342,138,6,2020,innovations in recycling technology give hope,innovations in recycling technology give hope,"['innov', 'recycl', 'technolog', 'give', 'hope']",2,Policy,positive,0.14365382242244268,2020-03
comment_131,Plastic production has increased DRAMATICALLY,BBC News,2022-08-09,345,8,5,2022,plastic production has increased dramatically,plastic production has increased dramatically,"['plastic', 'product', 'increas', 'dramat']",2,Policy,positive,0.07036508969845662,2022-08
comment_132,I reduced my plastic consumption significantly ❤️!?,BBC News,2022-10-19,313,85,7,2022,i reduced my plastic consumption significantly,i reduced my plastic consumption significantly,"['reduc', 'plastic', 'consumpt', 'significantli']",5,Other,neutral,0.0,2022-10
comment_133,The plastik industry is destroying our ENVIRONMENT #savetheoceans??,BBC News,2018-11-12,171,8,8,2018,the plastik industry is destroying our environment savetheoceans,the plastic industry is destroying our environment savetheoceans,"['plastic', 'industri', 'destroy', 'environ', 'savetheocean']",3,Family,negative,-0.15488640925547337,2018-11
comment_134,Plastic bottles take hundreds OF years to decompose,BBC News,2022-09-21,111,32,8,2022,plastic bottles take hundreds of years to decompose,plastic bottles take hundreds of years to decompose,"['plastic', 'bottl', 'take', 'hundr', 'year', 'decompos']",5,Other,neutral,0.0,2022-09
comment_135,@BBCEnvironment Biodegradable plastics are not perfect but better #recycling!!!,BBC News,2018-07-16,81,58,9,2018,bbcenvironment biodegradable plastics are not perfect but better recycling,bbcenvironment biodegradable plastics are not perfect but better recycling,"['bbcenviron', 'biodegrad', 'plastic', 'perfect', 'better', 'recycl']",5,Other,negative,-0.18203546872547557,2018-07
comment_136,Waste management systems need improvement,Guardian ,2023-07-07,89,108,5,2023,waste management systems need improvement,waste management systems need improvement,"['wast', 'manag', 'system', 'need', 'improv']",4,Food,neutral,0.013321880419885508,2023-07
comment_137,Plastic pollution is preventable WITH effort??,Guardian ,2022-11-25,157,39,6,2022,plastic pollution is preventable with effort,plastic pollution is preventable with effort,"['plastic', 'pollut', 'prevent', 'effort']",2,Policy,neutral,0.0,2022-11
comment_138,@UNEnvironment Plastic recycling rates are disappointingly low http://www.greenpeace.org/plastic,BBC News,2017-12-27,130,105,8,2017,unenvironment plastic recycling rates are disappointingly low http www greenpeace org plastic,unenvironment plastic recycling rates are disappointingly low http www greenpeace org plastic,"['unenviron', 'plastic', 'recycl', 'rate', 'disappointingli', 'low', 'http', 'www', 'greenpeac', 'org', 'plastic']",4,Food,negative,-0.1561806201635452,2017-12
comment_139,Education about plastic waste is crucial 🤔?!,Guardian ,2023-03-11,5,21,7,2023,education about plastic waste is crucial,education about plastic waste is crucial,"['educ', 'plastic', 'wast', 'crucial']",0,Plastic Product,negative,-0.12180810416272426,2023-03
comment_140,Plastic awareness campaigns are EFFECTIVE 🐠!?,Guardian ,2022-08-10,318,87,6,2022,plastic awareness campaigns are effective,plastic awareness campaigns are effective,"['plastic', 'awar', 'campaign', 'effect']",1,Shopping,positive,0.16005840544811933,2022-08
comment_141,Plastic bottles take hundreds of years to decompose 🔥,Guardian ,2020-01-23,58,26,9,2020,plastic bottles take hundreds of years to decompose,plastic bottles take hundreds of years to decompose,"['plastic', 'bottl', 'take', 'hundr', 'year', 'decompos']",5,Other,neutral,0.0,2020-01
comment_142,We need better solutions for plastic waste MANAGEMENT,BBC News,2022-05-15,160,137,8,2022,we need better solutions for plastic waste management,we need better solutions for plastic waste management,"['need', 'better', 'solut', 'plastic', 'wast', 'manag']",4,Food,positive,0.05216252498431177,2022-05
comment_143,Community beach cleanups are very rewarding ❤️ #sustainability,BBC News,2018-05-17,238,76,8,2018,community beach cleanups are very rewarding sustainability,community beach cleanups are very rewarding sustainability,"['commun', 'beach', 'cleanup', 'reward', 'sustain']",3,Family,positive,0.14582993069412634,2018-05
comment_144,Waste management systems need improvement 🚮,Guardian ,2023-06-24,174,58,6,2023,waste management systems need improvement,waste management systems need improvement,"['wast', 'manag', 'system', 'need', 'improv']",4,Food,neutral,0.013321880419885508,2023-06
comment_145,Government policies need to be stronger??,Mail Online,2017-07-24,169,48,6,2017,government policies need to be stronger,government policies need to be stronger,"['govern', 'polici', 'need', 'stronger']",3,Family,positive,0.11579263432329163,2017-07
comment_146,Different plastics have different recycling codes,BBC News,2018-08-19,165,123,6,2018,different plastics have different recycling codes,different plastics have different recycling codes,"['differ', 'plastic', 'differ', 'recycl', 'code']",3,Family,neutral,0.0,2018-08
comment_147,@GreenPeace Plastic bags are convenient but harmful #recycling!!!,Guardian ,2022-11-29,231,121,8,2022,greenpeace plastic bags are convenient but harmful recycling,greenpeace plastic bags are convenient but harmful recycling,"['greenpeac', 'plastic', 'bag', 'conveni', 'harm', 'recycl']",1,Shopping,neutral,0.0,2022-11
comment_148,We need better solutions for plastic waste management https://bit.ly/3plasticfacts,Mail Online,2017-03-28,295,110,9,2017,we need better solutions for plastic waste management bit ly plasticfacts,we need better solutions for plastic waste management bit ly plasticfacts,"['need', 'better', 'solut', 'plastic', 'wast', 'manag', 'bit', 'plasticfact']",4,Food,positive,0.05216252498431177,2017-03
comment_149,Plastic recycling rates are disappointingly low?!,Guardian ,2020-01-27,344,134,6,2020,plastic recycling rates are disappointingly low,plastic recycling rates are disappointingly low,"['plastic', 'recycl', 'rate', 'disappointingli', 'low']",4,Food,negative,-0.12617232354005406,2020-01
comment_150,Plastic pollution IS preventable with effort!!!,Mail Online,2022-03-30,54,97,6,2022,plastic pollution is preventable with effort,plastic pollution is preventable with effort,"['plastic', 'pollut', 'prevent', 'effort']",2,Policy,neutral,0.0,2022-03
comment_151,PLASTIC in fashion is a growing problem http://www.greenpeace.org/plastic,Mail Online,2023-04-15,5,24,8,2023,plastic in fashion is a growing problem http www greenpeace org plastic,plastic in fashion is a growing problem http www greenpeace org plastic,"['plastic', 'fashion', 'grow', 'problem', 'http', 'www', 'greenpeac', 'org', 'plastic']",0,Plastic Product,negative,-0.06441566264008308,2023-04
comment_152,I switched to reusable bags and bottles...,Mail Online,2017-02-21,153,40,7,2017,i switched to reusable bags and bottles,i switched to reusable bags and bottles,"['switch', 'reusabl', 'bag', 'bottl']",5,Other,neutral,0.0,2017-02
comment_153,GREAT to see biodegradable alternatives becoming available!!!,BBC News,2023-09-16,17,48,7,2023,great to see biodegradable alternatives becoming available,great to see biodegradable alternatives becoming available,"['great', 'see', 'biodegrad', 'altern', 'becom', 'avail']",5,Other,positive,0.19555692242128062,2023-09
comment_154,The new plastic tax is a good step FORWARD #environment,Guardian ,2017-09-07,249,1,10,2017,the new plastic tax is a good step forward environment,the new plastic tax is a good step forward environment,"['new', 'plastic', 'tax', 'good', 'step', 'forward', 'environ']",3,Family,positive,0.11298269581619674,2017-09
comment_155,Plastic in FASHION is a growing problem 😢 #recycling??,Guardian ,2020-11-22,117,10,9,2020,plastic in fashion is a growing problem recycling,plastic in fashion is a growing problem recycling,"['plastic', 'fashion', 'grow', 'problem', 'recycl']",0,Plastic Product,negative,-0.08523003312985228,2020-11
comment_156,@BBCEnvironment Corporate responsibility for plastic is important #ecofriendly https://bit.ly/3plasticfacts,Mail Online,2020-11-22,183,122,9,2020,bbcenvironment corporate responsibility for plastic is important ecofriendly bit ly plasticfacts,bbcenvironment corporate responsibility for plastic is important ecofriendly bit ly plasticfacts,"['bbcenviron', 'corpor', 'respons', 'plastic', 'import', 'ecofriendli', 'bit', 'plasticfact']",1,Shopping,positive,0.05216252498431177,2020-11
comment_157,@DavidAttenborough Corporate responsibility for plastic is important #sustainability,BBC News,2022-10-19,237,20,8,2022,davidattenborough corporate responsibility for plastic is important sustainability,davidattenborough corporate responsibility for plastic is important sustainability,"['davidattenborough', 'corpor', 'respons', 'plastic', 'import', 'sustain']",1,Shopping,positive,0.05216252498431177,2022-10
comment_158,@GreenPeace More RESEARCH needed on plastic alternatives 😢 #recycling,Mail Online,2023-04-09,247,56,9,2023,greenpeace more research needed on plastic alternatives recycling,greenpeace more research needed on plastic alternatives recycling,"['greenpeac', 'research', 'need', 'plastic', 'altern', 'recycl']",5,Other,neutral,0.0,2023-04
comment_159,Great to see biodegradable alternatives becoming available 😂 http://www.greenpeace.org/plastik,Guardian ,2018-04-29,102,24,9,2018,great to see biodegradable alternatives becoming available http www greenpeace org plastik,great to see biodegradable alternatives becoming available http www greenpeace org plastic,"['great', 'see', 'biodegrad', 'altern', 'becom', 'avail', 'http', 'www', 'greenpeac', 'org', 'plastic']",5,Other,positive,0.15928840365580269,2018-04
comment_160,Plastic waste in rivers flows to oceans 👎,BBC News,2023-07-28,93,40,8,2023,plastic waste in rivers flows to oceans,plastic waste in rivers flows to oceans,"['plastic', 'wast', 'river', 'flow', 'ocean']",3,Family,negative,-0.10819199695445972,2023-07
comment_161,Education about plastic waste is crucial,BBC News,2020-03-16,133,25,6,2020,education about plastic waste is crucial,education about plastic waste is crucial,"['educ', 'plastic', 'wast', 'crucial']",0,Plastic Product,negative,-0.10819199695445972,2020-03
comment_162,Innovations in RECYCLING technology give hope,BBC News,2019-12-30,339,93,6,2019,innovations in recycling technology give hope,innovations in recycling technology give hope,"['innov', 'recycl', 'technolog', 'give', 'hope']",2,Policy,positive,0.11298269581619674,2019-12
comment_163,@BBCEnvironment I reduced my plastic consumption significantly,Guardian ,2022-07-30,13,0,7,2022,bbcenvironment i reduced my plastic consumption significantly,bbcenvironment i reduced my plastic consumption significantly,"['bbcenviron', 'reduc', 'plastic', 'consumpt', 'significantli']",5,Other,neutral,0.0,2022-07
comment_164,Young activists are leading the movement??,Guardian ,2021-01-05,57,100,6,2021,young activists are leading the movement,young activists are leading the movement,"['young', 'activist', 'lead', 'movement']",5,Other,neutral,0.0,2021-01
comment_165,@BBCEnvironment Innovations in recycling technology give hope,Guardian ,2017-11-28,18,95,7,2017,bbcenvironment innovations in recycling technology give hope,bbcenvironment innovations in recycling technology give hope,"['bbcenviron', 'innov', 'recycl', 'technolog', 'give', 'hope']",2,Policy,positive,0.11298269581619674,2017-11
comment_166,Waste management systems need improvement HTTP://WWW.GREENPEACE.ORG/PLASTIC,BBC News,2023-03-18,229,55,6,2023,waste management systems need improvement http www greenpeace org plastic,waste management systems need improvement http www greenpeace org plastic,"['wast', 'manag', 'system', 'need', 'improv', 'http', 'www', 'greenpeac', 'org', 'plastic']",4,Food,neutral,0.013321880419885508,2023-03
comment_167,Plastic bags are convenient but harmful 👍,Mail Online,2023-01-22,307,99,7,2023,plastic bags are convenient but harmful,plastic bags are convenient but harmful,"['plastic', 'bag', 'conveni', 'harm']",1,Shopping,neutral,0.0,2023-01
comment_168,More research needed on plastic alternatives!!!,Mail Online,2023-10-16,225,70,6,2023,more research needed on plastic alternatives,more research needed on plastic alternatives,"['research', 'need', 'plastic', 'altern']",5,Other,neutral,0.0,2023-10
comment_169,@GreenPeace Waste management systems need improvement 🤔,BBC News,2017-03-08,297,30,7,2017,greenpeace waste management systems need improvement,greenpeace waste management systems need improvement,"['greenpeac', 'wast', 'manag', 'system', 'need', 'improv']",4,Food,neutral,0.013321880419885508,2017-03
comment_170,@BBCEnvironment Government policies need to be stronger 🚮!!!,BBC News,2022-04-19,325,114,8,2022,bbcenvironment government policies need to be stronger,bbcenvironment government policies need to be stronger,"['bbcenviron', 'govern', 'polici', 'need', 'stronger']",3,Family,positive,0.13774039648613778,2022-04
comment_171,Plastic packaging for food is often unnecessary 💩,BBC News,2017-11-08,295,117,8,2017,plastic packaging for food is often unnecessary,plastic packaging for food is often unnecessary,"['plastic', 'packag', 'food', 'often', 'unnecessari']",2,Policy,neutral,0.0,2017-11
comment_172,Young activists are leading teh movement!!!,Mail Online,2018-04-12,56,5,6,2018,young activists are leading teh movement,young activists are leading the movement,"['young', 'activist', 'lead', 'movement']",5,Other,neutral,0.0,2018-04
comment_173,Plastic awareness campaigns are effective,BBC News,2021-01-27,101,47,5,2021,plastic awareness campaigns are effective,plastic awareness campaigns are effective,"['plastic', 'awar', 'campaign', 'effect']",1,Shopping,positive,0.12216154433196781,2021-01
comment_174,Plastic pollution is destroying our oceans and marine life #environment,Guardian ,2018-08-24,297,23,10,2018,plastic pollution is destroying our oceans and marine life environment,plastic pollution is destroying our oceans and marine life environment,"['plastic', 'pollut', 'destroy', 'ocean', 'marin', 'life', 'environ']",3,Family,negative,-0.142452316261341,2018-08
comment_175,@BBCEnvironment Companies using recycled plastic deserve support,Guardian ,2017-10-10,312,103,7,2017,bbcenvironment companies using recycled plastic deserve support,bbcenvironment companies using recycled plastic deserve support,"['bbcenviron', 'compani', 'use', 'recycl', 'plastic', 'deserv', 'support']",5,Other,positive,0.10321589503905308,2017-10
comment_176,Public awareness is increasing which is good?!,Mail Online,2021-08-02,93,44,7,2021,public awareness is increasing which is good,public awareness is increasing which is good,"['public', 'awar', 'increas', 'good']",4,Food,neutral,0.0,2021-08
comment_177,Microplastics are in our food and water this is terrifying 🚮??,Guardian ,2019-12-07,157,37,11,2019,microplastics are in our food and water this is terrifying,microplastics are in our food and water this is terrifying,"['microplast', 'food', 'water', 'terrifi']",3,Family,negative,-0.1580458530278159,2019-12
comment_178,We must find balance between convenience and environment 😂 #plastikpollution,Guardian ,2023-01-08,126,110,10,2023,we must find balance between convenience and environment plastikpollution,we must find balance between convenience and environment plastikpollution,"['must', 'find', 'balanc', 'conveni', 'environ', 'plastikpollut']",1,Shopping,neutral,0.0,2023-01
comment_179,Single-use plastic should be banned completely https://bit.ly/3plasticfacts,Guardian ,2020-03-08,61,133,7,2020,single use plastic should be banned completely bit ly plasticfacts,single use plastic should be banned completely bit ly plasticfacts,"['singl', 'use', 'plastic', 'ban', 'complet', 'bit', 'plasticfact']",5,Other,negative,-0.1176391019751336,2020-03
comment_180,Great to see biodegradable alternatives becoming available #ecofriendly,BBC News,2023-07-17,299,37,8,2023,great to see biodegradable alternatives becoming available ecofriendly,great to see biodegradable alternatives becoming available ecofriendly,"['great', 'see', 'biodegrad', 'altern', 'becom', 'avail', 'ecofriendli']",5,Other,positive,0.15928840365580269,2023-07
comment_181,Plastic in fashion is a growing problem 🔥 #zerowaste,BBC News,2017-01-19,104,129,9,2017,plastic in fashion is a growing problem zerowaste,plastic in fashion is a growing problem zerowaste,"['plastic', 'fashion', 'grow', 'problem', 'zerowast']",0,Plastic Product,negative,-0.06441566264008308,2017-01
comment_182,Education about plastik waste is crucial 👎,BBC News,2018-01-28,3,104,7,2018,education about plastik waste is crucial,education about plastic waste is crucial,"['educ', 'plastic', 'wast', 'crucial']",0,Plastic Product,negative,-0.10819199695445972,2018-01
comment_183,Plastic pollution is PREVENTABLE with effort #zerowaste??,Guardian ,2018-07-10,258,144,7,2018,plastic pollution is preventable with effort zerowaste,plastic pollution is preventable with effort zerowaste,"['plastic', 'pollut', 'prevent', 'effort', 'zerowast']",2,Policy,neutral,0.0,2018-07
comment_184,Plastic packaging for food is often unnecessary!?,Guardian ,2022-10-31,327,97,7,2022,plastic packaging for food is often unnecessary,plastic packaging for food is often unnecessary,"['plastic', 'packag', 'food', 'often', 'unnecessari']",2,Policy,neutral,0.0,2022-10
comment_185,Plastic waste IN rivers flows to oceans 🚮,Mail Online,2023-08-08,91,79,8,2023,plastic waste in rivers flows to oceans,plastic waste in rivers flows to oceans,"['plastic', 'wast', 'river', 'flow', 'ocean']",3,Family,negative,-0.10819199695445972,2023-08
comment_186,Plastic production should be regulated strictly...,BBC News,2020-07-06,307,118,6,2020,plastic production should be regulated strictly,plastic production should be regulated strictly,"['plastic', 'product', 'regul', 'strictli']",2,Policy,neutral,0.0,2020-07
comment_187,Great to see biodegradable alternatives becoming available 😂,Mail Online,2018-01-27,56,130,8,2018,great to see biodegradable alternatives becoming available,great to see biodegradable alternatives becoming available,"['great', 'see', 'biodegrad', 'altern', 'becom', 'avail']",5,Other,positive,0.15928840365580269,2018-01
comment_188,Plastic PROBLEM requires global solution...,BBC News,2023-03-20,232,106,5,2023,plastic problem requires global solution,plastic problem requires global solution,"['plastic', 'problem', 'requir', 'global', 'solut']",4,Food,negative,-0.1360588683316987,2023-03
comment_189,Plastic waste exports to other countries wrong 🐠,Guardian ,2019-05-28,168,20,8,2019,plastic waste exports to other countries wrong,plastic waste exports to other countries wrong,"['plastic', 'wast', 'export', 'countri', 'wrong']",0,Plastic Product,negative,-0.18021804724780172,2019-05
comment_190,Corporate responsibility for plastic is important?!,Mail Online,2023-10-02,6,2,6,2023,corporate responsibility for plastic is important,corporate responsibility for plastic is important,"['corpor', 'respons', 'plastic', 'import']",1,Shopping,neutral,0.0,2023-10
comment_191,I reduced my plastic consumption significantly,Mail Online,2017-07-21,45,82,6,2017,i reduced my plastic consumption significantly,i reduced my plastic consumption significantly,"['reduc', 'plastic', 'consumpt', 'significantli']",5,Other,neutral,0.0,2017-07
comment_192,Plastic PRODUCTION has increased dramatically 🤔,BBC News,2022-04-28,317,46,6,2022,plastic production has increased dramatically,plastic production has increased dramatically,"['plastic', 'product', 'increas', 'dramat']",2,Policy,positive,0.07036508969845662,2022-04
comment_193,Plastic bottles take hundreds of years to decompose 🔥,Guardian ,2020-08-13,147,49,9,2020,plastic bottles take hundreds of years to decompose,plastic bottles take hundreds of years to decompose,"['plastic', 'bottl', 'take', 'hundr', 'year', 'decompos']",5,Other,neutral,0.0,2020-08
comment_194,I switched to reusable bags and bottles,BBC News,2019-07-20,155,40,7,2019,i switched to reusable bags and bottles,i switched to reusable bags and bottles,"['switch', 'reusabl', 'bag', 'bottl']",5,Other,neutral,0.0,2019-07
comment_195,Innovations in recycling technology give hope http://www.greenpeace.org/plastic!?,Guardian ,2017-07-16,241,87,7,2017,innovations in recycling technology give hope http www greenpeace org plastic,innovations in recycling technology give hope http www greenpeace org plastic,"['innov', 'recycl', 'technolog', 'give', 'hope', 'http', 'www', 'greenpeac', 'org', 'plastic']",2,Policy,positive,0.12617232354005406,2017-07
comment_196,@BBCEnvironment Plastic pollution affects everyone globally 😡 #zerowaste,Guardian ,2023-10-30,314,76,8,2023,bbcenvironment plastic pollution affects everyone globally zerowaste,bbcenvironment plastic pollution affects everyone globally zerowaste,"['bbcenviron', 'plastic', 'pollut', 'affect', 'everyon', 'global', 'zerowast']",2,Policy,neutral,0.0,2023-10
comment_197,Plastic packaging for FOOD is often unnecessary https://bit.ly/3plasticfacts,Guardian ,2017-01-15,68,10,8,2017,plastic packaging for food is often unnecessary bit ly plasticfacts,plastic packaging for food is often unnecessary bit ly plasticfacts,"['plastic', 'packag', 'food', 'often', 'unnecessari', 'bit', 'plasticfact']",2,Policy,neutral,0.0,2017-01
comment_198,@UNEnvironment Local recycling programs vary too much,Mail Online,2023-01-14,123,142,7,2023,unenvironment local recycling programs vary too much,unenvironment local recycling programs vary too much,"['unenviron', 'local', 'recycl', 'program', 'vari', 'much']",1,Shopping,neutral,0.0,2023-01
comment_199,Plastic bags are convenient but harmful http://www.greenpeace.org/plastic,Mail Online,2019-07-06,17,54,7,2019,plastic bags are convenient but harmful http www greenpeace org plastic,plastic bags are convenient but harmful http www greenpeace org plastic,"['plastic', 'bag', 'conveni', 'harm', 'http', 'www', 'greenpeac', 'org', 'plastic']",5,Other,neutral,0.0,2019-07
comment_200,Plastic production should be regulated strictly #recycling,Mail Online,2018-02-25,156,43,7,2018,plastic production should be regulated strictly recycling,plastic production should be regulated strictly recycling,"['plastic', 'product', 'regul', 'strictli', 'recycl']",2,Policy,neutral,0.0,2018-02
comment_201,Different plastics have different recycling codes 😂...,Guardian ,2017-06-10,326,8,7,2017,different plastics have different recycling codes,different plastics have different recycling codes,"['differ', 'plastic', 'differ', 'recycl', 'code']",3,Family,neutral,0.0,2017-06
comment_202,The Great Pacific Garbage Patch is mostly plastic,BBC News,2021-01-22,111,97,8,2021,the great pacific garbage patch is mostly plastic,the great pacific garbage patch is mostly plastic,"['great', 'pacif', 'garbag', 'patch', 'mostli', 'plastic']",5,Other,positive,0.15928840365580269,2021-01
comment_203,Corporate responsibility for plastic is important?!,BBC News,2017-10-28,229,148,6,2017,corporate responsibility for plastic is important,corporate responsibility for plastic is important,"['corpor', 'respons', 'plastic', 'import']",1,Shopping,neutral,0.0,2017-10
comment_204,@UNEnvironment Plastic bottles take hundreds of years to decompose??,Guardian ,2023-12-16,245,123,9,2023,unenvironment plastic bottles take hundreds of years to decompose,unenvironment plastic bottles take hundreds of years to decompose,"['unenviron', 'plastic', 'bottl', 'take', 'hundr', 'year', 'decompos']",5,Other,neutral,0.0,2023-12
